Nome_da_Imagem,PID,Uso_de_CPU,Uso_de_MEM
/usr/libexec/gvfsd-recent --spawner :1.20 /org/gtk/gvfs/exec_spaw/2,3790,0.0,0.1
/usr/libexec/gvfsd-dnssd --spawner :1.20 /org/gtk/gvfs/exec_spaw/4,3816,0.0,0.1
"/opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=3355 --enable-crash-reporter=8b10cd0d-15a0-4234-8b4b-6bab8b94fc33, --no-subproc-heap-profiling --change-stack-guard-on-fork=enable --lang=pt-BR --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=22 --time-ticks-at-unix-epoch=-1728650763873607 --launch-time-ticks=29445791 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,1961645204210501973,13128361347025085384,262144 --disable-features=EyeDropper --variations-seed-version=20241010-050112.459000",3846,0.2,3.6
"/opt/google/chrome/chrome --type=utility --utility-sub-type=audio.mojom.AudioService --lang=pt-BR --service-sandbox-type=none --crashpad-handler-pid=3355 --enable-crash-reporter=8b10cd0d-15a0-4234-8b4b-6bab8b94fc33, --no-subproc-heap-profiling --change-stack-guard-on-fork=enable --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,1961645204210501973,13128361347025085384,262144 --disable-features=EyeDropper --variations-seed-version=20241010-050112.459000",3869,0.0,0.6
"/opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=3355 --enable-crash-reporter=8b10cd0d-15a0-4234-8b4b-6bab8b94fc33, --no-subproc-heap-profiling --change-stack-guard-on-fork=enable --lang=pt-BR --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=24 --time-ticks-at-unix-epoch=-1728650763873607 --launch-time-ticks=32996027 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,1961645204210501973,13128361347025085384,262144 --disable-features=EyeDropper --variations-seed-version=20241010-050112.459000",3876,0.0,2.0
"/opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=3355 --enable-crash-reporter=8b10cd0d-15a0-4234-8b4b-6bab8b94fc33, --no-subproc-heap-profiling --change-stack-guard-on-fork=enable --lang=pt-BR --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=20 --time-ticks-at-unix-epoch=-1728650763873607 --launch-time-ticks=37358300 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,1961645204210501973,13128361347025085384,262144 --disable-features=EyeDropper --variations-seed-version=20241010-050112.459000",3914,1.7,3.7
"/opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=3355 --enable-crash-reporter=8b10cd0d-15a0-4234-8b4b-6bab8b94fc33, --no-subproc-heap-profiling --change-stack-guard-on-fork=enable --lang=pt-BR --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=31 --time-ticks-at-unix-epoch=-1728650763873607 --launch-time-ticks=38448065 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,1961645204210501973,13128361347025085384,262144 --disable-features=EyeDropper --variations-seed-version=20241010-050112.459000",3929,0.0,2.1
"/opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=3355 --enable-crash-reporter=8b10cd0d-15a0-4234-8b4b-6bab8b94fc33, --no-subproc-heap-profiling --change-stack-guard-on-fork=enable --lang=pt-BR --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=16 --time-ticks-at-unix-epoch=-1728650763873607 --launch-time-ticks=40734639 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,1961645204210501973,13128361347025085384,262144 --disable-features=EyeDropper --variations-seed-version=20241010-050112.459000",3944,0.0,2.1
"/opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=3355 --enable-crash-reporter=8b10cd0d-15a0-4234-8b4b-6bab8b94fc33, --no-subproc-heap-profiling --change-stack-guard-on-fork=enable --lang=pt-BR --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=32 --time-ticks-at-unix-epoch=-1728650763873607 --launch-time-ticks=40936790 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,1961645204210501973,13128361347025085384,262144 --disable-features=EyeDropper --variations-seed-version=20241010-050112.459000",3953,0.0,1.4
"/opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=3355 --enable-crash-reporter=8b10cd0d-15a0-4234-8b4b-6bab8b94fc33, --no-subproc-heap-profiling --change-stack-guard-on-fork=enable --lang=pt-BR --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=10 --time-ticks-at-unix-epoch=-1728650763873607 --launch-time-ticks=46006725 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,1961645204210501973,13128361347025085384,262144 --disable-features=EyeDropper --variations-seed-version=20241010-050112.459000",3995,0.1,1.9
"/opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=3355 --enable-crash-reporter=8b10cd0d-15a0-4234-8b4b-6bab8b94fc33, --no-subproc-heap-profiling --change-stack-guard-on-fork=enable --lang=pt-BR --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=35 --time-ticks-at-unix-epoch=-1728650763873607 --launch-time-ticks=47318499 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,1961645204210501973,13128361347025085384,262144 --disable-features=EyeDropper --variations-seed-version=20241010-050112.459000",4012,0.2,3.9
/usr/bin/update-notifier,4057,0.0,0.4
"/opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=3355 --enable-crash-reporter=8b10cd0d-15a0-4234-8b4b-6bab8b94fc33, --no-subproc-heap-profiling --change-stack-guard-on-fork=enable --lang=pt-BR --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=37 --time-ticks-at-unix-epoch=-1728650763873607 --launch-time-ticks=79648068 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,1961645204210501973,13128361347025085384,262144 --disable-features=EyeDropper --variations-seed-version=20241010-050112.459000",4117,0.0,1.6
"/opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=3355 --enable-crash-reporter=8b10cd0d-15a0-4234-8b4b-6bab8b94fc33, --no-subproc-heap-profiling --change-stack-guard-on-fork=enable --lang=pt-BR --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=45 --time-ticks-at-unix-epoch=-1728650763873607 --launch-time-ticks=103392219 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,1961645204210501973,13128361347025085384,262144 --disable-features=EyeDropper --variations-seed-version=20241010-050112.459000",4185,0.0,1.4
/usr/libexec/fwupd/fwupd,4503,0.0,1.9
/snap/snapd-desktop-integration/253/usr/bin/snapd-desktop-integration,4878,0.0,0.1
/usr/bin/nautilus --gapplication-service,5276,0.0,1.3
/usr/bin/gnome-text-editor /home/diego-campos/Anotações.txt,5464,0.0,0.6
"/opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=3355 --enable-crash-reporter=8b10cd0d-15a0-4234-8b4b-6bab8b94fc33, --no-subproc-heap-profiling --change-stack-guard-on-fork=enable --lang=pt-BR --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=73 --time-ticks-at-unix-epoch=-1728650763873607 --launch-time-ticks=3584595893 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,1961645204210501973,13128361347025085384,262144 --disable-features=EyeDropper --variations-seed-version=20241010-050112.459000",6478,0.1,2.3
/snap/code/172/usr/share/code/code --no-sandbox --force-user-env,7013,0.6,2.0
/snap/code/172/usr/share/code/code --type=zygote --no-zygote-sandbox --no-sandbox,7015,0.0,0.5
/snap/code/172/usr/share/code/code --type=zygote --no-sandbox,7016,0.0,0.5
"/snap/code/172/usr/share/code/code --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=none --no-sandbox --crashpad-handler-pid=7034 --enable-crash-reporter=f43a84bf-cb7d-40f5-a6b6-f2e9f32d4c29,no_channel --user-data-dir=/home/diego-campos/.config/Code --standard-schemes=vscode-webview,vscode-file --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,15083453265058289009,12209033392777356961,262144 --enable-features=kWebSQLAccess --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess --variations-seed-version",7062,0.0,0.7
"/snap/code/172/usr/share/code/code --type=renderer --crashpad-handler-pid=7034 --enable-crash-reporter=f43a84bf-cb7d-40f5-a6b6-f2e9f32d4c29,no_channel --user-data-dir=/home/diego-campos/.config/Code --standard-schemes=vscode-webview,vscode-file --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --app-path=/snap/code/172/usr/share/code/resources/app --enable-sandbox --enable-blink-features=HighlightAPI --no-sandbox --disable-blink-features=FontMatchingCTMigration, --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=5 --time-ticks-at-unix-epoch=-1728656618030267 --launch-time-ticks=3691722342 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,15083453265058289009,12209033392777356961,262144 --enable-features=kWebSQLAccess --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess --variations-seed-version --vscode-window-config=vscode:062a1674-2630-4939-876b-3cce58013c70",7088,3.7,3.6
"/snap/code/172/usr/share/code/code --type=gpu-process --disable-gpu-sandbox --no-sandbox --crashpad-handler-pid=7034 --enable-crash-reporter=f43a84bf-cb7d-40f5-a6b6-f2e9f32d4c29,no_channel --user-data-dir=/home/diego-campos/.config/Code --gpu-preferences=WAAAAAAAAAAgAAAEAAAAAAAAAAAAAAAAAABgAAAAAAA4AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAABAAAAGAAAAAAAAAAYAAAAAAAAAAgAAAAAAAAACAAAAAAAAAAIAAAAAAAAAA== --use-gl=angle --use-angle=swiftshader-webgl --shared-files --field-trial-handle=3,i,15083453265058289009,12209033392777356961,262144 --enable-features=kWebSQLAccess --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess --variations-seed-version",7126,1.9,1.2
"/snap/code/172/usr/share/code/code --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --no-sandbox --crashpad-handler-pid=7034 --enable-crash-reporter=f43a84bf-cb7d-40f5-a6b6-f2e9f32d4c29,no_channel --user-data-dir=/home/diego-campos/.config/Code --standard-schemes=vscode-webview,vscode-file --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,15083453265058289009,12209033392777356961,262144 --enable-features=kWebSQLAccess --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess --variations-seed-version",7153,0.3,1.2
"/snap/code/172/usr/share/code/code --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --no-sandbox --dns-result-order=ipv4first --inspect-port=0 --crashpad-handler-pid=7034 --enable-crash-reporter=f43a84bf-cb7d-40f5-a6b6-f2e9f32d4c29,no_channel --user-data-dir=/home/diego-campos/.config/Code --standard-schemes=vscode-webview,vscode-file --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,15083453265058289009,12209033392777356961,262144 --enable-features=kWebSQLAccess --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess --variations-seed-version",7154,0.3,2.4
"/snap/code/172/usr/share/code/code --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --no-sandbox --crashpad-handler-pid=7034 --enable-crash-reporter=f43a84bf-cb7d-40f5-a6b6-f2e9f32d4c29,no_channel --user-data-dir=/home/diego-campos/.config/Code --standard-schemes=vscode-webview,vscode-file --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,15083453265058289009,12209033392777356961,262144 --enable-features=kWebSQLAccess --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess --variations-seed-version",7178,0.0,1.3
"/snap/code/172/usr/share/code/code --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --no-sandbox --crashpad-handler-pid=7034 --enable-crash-reporter=f43a84bf-cb7d-40f5-a6b6-f2e9f32d4c29,no_channel --user-data-dir=/home/diego-campos/.config/Code --standard-schemes=vscode-webview,vscode-file --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,15083453265058289009,12209033392777356961,262144 --enable-features=kWebSQLAccess --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess --variations-seed-version",7179,0.1,1.3
/snap/code/172/usr/share/code/code /home/diego-campos/.vscode/extensions/ms-python.vscode-pylance-2024.10.1/dist/server.bundle.js --cancellationReceive=file:36c88c32efb23dcb0143fd62698ab8baa89d1fa029 --node-ipc --clientProcessId=7154,7390,1.0,4.8
"/opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=3355 --enable-crash-reporter=8b10cd0d-15a0-4234-8b4b-6bab8b94fc33, --no-subproc-heap-profiling --change-stack-guard-on-fork=enable --lang=pt-BR --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=8 --time-ticks-at-unix-epoch=-1728650763873607 --launch-time-ticks=4183413587 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,1961645204210501973,13128361347025085384,262144 --disable-features=EyeDropper --variations-seed-version=20241010-050112.459000",8023,0.0,2.1
/usr/lib/rstudio/rstudio /home/diego-campos/Sptech/rstudio-2024.09.0-375-amd64.deb,9520,0.6,2.2
/usr/lib/rstudio/rstudio --type=zygote --no-zygote-sandbox,9524,0.0,0.6
/usr/lib/rstudio/rstudio --type=zygote,9525,0.0,0.6
/usr/lib/rstudio/rstudio --type=zygote,9527,0.0,0.1
"/usr/lib/rstudio/rstudio --type=utility --utility-sub-type=network.mojom.NetworkService --lang=pt-BR --service-sandbox-type=none --use-gl=desktop --enable-crash-reporter=243f41ad-da7c-4e1b-9073-0ef84ba552d1,no_channel --user-data-dir=/home/diego-campos/.config/rstudio --shared-files=v8_context_snapshot_data:100 --field-trial-handle=0,i,16480789634629902791,2226841079564049016,262144 --enable-features=kWebSQLAccess --disable-features=SpareRendererForSitePerProcess --variations-seed-version",9577,0.3,0.9
"/usr/lib/rstudio/rstudio --type=renderer --enable-crash-reporter=243f41ad-da7c-4e1b-9073-0ef84ba552d1,no_channel --user-data-dir=/home/diego-campos/.config/rstudio --app-path=/usr/lib/rstudio/resources/app --enable-sandbox --first-renderer-process --lang=pt-BR --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=4 --time-ticks-at-unix-epoch=-1728656618601585 --launch-time-ticks=6260631151 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=0,i,16480789634629902791,2226841079564049016,262144 --enable-features=kWebSQLAccess --disable-features=SpareRendererForSitePerProcess --variations-seed-version --api-keys=desktopInfo|desktop|desktopMenuCallback",9594,2.4,3.3
"/usr/lib/rstudio/rstudio --type=gpu-process --enable-crash-reporter=243f41ad-da7c-4e1b-9073-0ef84ba552d1,no_channel --user-data-dir=/home/diego-campos/.config/rstudio --gpu-preferences=WAAAAAAAAAAgAAAEAAAAAAAAAAAAAAAAAABgAAAAAAA4AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAABAAAAGAAAAAAAAAAYAAAAAAAAAAgAAAAAAAAACAAAAAAAAAAIAAAAAAAAAA== --use-gl=angle --use-angle=swiftshader-webgl --shared-files --field-trial-handle=0,i,16480789634629902791,2226841079564049016,262144 --enable-features=kWebSQLAccess --disable-features=SpareRendererForSitePerProcess --variations-seed-version",9623,0.6,1.3
/usr/bin/python3 /usr/bin/gnome-terminal --wait,13623,0.0,0.2
/usr/bin/gnome-terminal.real --wait,13626,0.0,0.3
/usr/libexec/gnome-terminal-server,13632,0.2,0.7
"/opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=3355 --enable-crash-reporter=8b10cd0d-15a0-4234-8b4b-6bab8b94fc33, --no-subproc-heap-profiling --change-stack-guard-on-fork=enable --lang=pt-BR --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=113 --time-ticks-at-unix-epoch=-1728650763873607 --launch-time-ticks=7055111285 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,1961645204210501973,13128361347025085384,262144 --disable-features=EyeDropper --variations-seed-version=20241010-050112.459000",13946,0.0,1.6
